year,country,region,sub_region,iso_alpha,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2023,Spain,Europe,Southern Europe,ESP,6.436,1.798,1.491,72.35,0.533,0.101,0.711
2023,Italy,Europe,Southern Europe,ITA,6.405,1.832,1.365,72.05,0.438,0.097,0.842
2023,Chile,Americas,Latin America and the Caribbean,CHL,6.334,1.645,1.384,70.3,0.546,0.131,0.823
2023,Mexico,Americas,Latin America and the Caribbean,MEX,6.33,1.55,1.169,65.8,0.632,0.086,0.768
2023,Malta,Europe,Southern Europe,MLT,6.3,1.841,1.468,71.6,0.671,0.2,0.729
2023,Panama,Americas,Latin America and the Caribbean,PAN,6.265,1.714,1.402,68.95,0.63,0.065,0.878
2023,Poland,Europe,Eastern Europe,POL,6.26,1.767,1.474,69.049,0.511,0.12,0.736
2023,Nicaragua,Americas,Latin America and the Caribbean,NIC,6.259,1.109,1.292,65.65,0.66,0.148,0.625
2023,Latvia,Europe,Northern Europe,LVA,6.213,1.737,1.505,66.4,0.58,0.107,0.83
2023,Bahrain,Asia,Western Asia,BHR,6.173,1.883,1.269,65.825,0.748,0.199,0.737
2023,Kazakhstan,Asia,Central Asia,KAZ,6.144,1.664,1.491,65.802,0.628,0.136,0.721
2023,Serbia,Europe,Southern Europe,SRB,6.144,1.552,1.343,67.088,0.617,0.246,0.816
2023,Cyprus,Asia,Western Asia,CYP,6.13,1.824,1.224,72.802,0.455,0.104,0.86
2023,Japan,Asia,Eastern Asia,JPN,6.129,1.825,1.396,74.349,0.556,0.009,0.64
2023,Croatia,Europe,Southern Europe,HRV,6.125,1.727,1.455,68.95,0.5,0.087,0.925
2023,Brazil,Americas,Latin America and the Caribbean,BRA,6.125,1.454,1.25,65.749,0.558,0.131,0.738
2023,El Salvador,Americas,Latin America and the Caribbean,SLV,6.122,1.278,1.044,65.597,0.713,0.079,0.62
2023,Hungary,Europe,Eastern Europe,HUN,6.041,1.754,1.519,67.5,0.501,0.105,0.839
2023,Argentina,Americas,Latin America and the Caribbean,ARG,6.024,1.59,1.388,67.2,0.587,0.088,0.814
2023,Honduras,Americas,Latin America and the Caribbean,HND,6.023,1.115,1.072,64.063,0.613,0.189,0.843
2023,Uzbekistan,Asia,Central Asia,UZB,6.014,1.227,1.347,65.301,0.74,0.26,0.638
2023,Malaysia,Asia,South-eastern Asia,MYS,6.012,1.665,1.155,65.662,0.659,0.222,0.758
2023,Portugal,Europe,Southern Europe,PRT,5.968,1.758,1.356,71.25,0.693,0.031,0.878
2023,South Korea,Asia,Eastern Asia,PRK,5.951,1.853,1.188,73.65,0.446,0.112,0.701
2023,Greece,Europe,Southern Europe,GRC,5.931,1.708,1.247,71.15,0.248,0.008,0.793
2023,Mauritius,Africa,Sub-Saharan Africa,MUS,5.902,1.589,1.382,63.85,0.574,0.121,0.775
2023,Thailand,Asia,South-eastern Asia,THA,5.843,1.515,1.344,68.45,0.624,0.291,0.91
2023,Mongolia,Asia,Eastern Asia,MNG,5.84,1.379,1.494,60.5,0.425,0.239,0.849
2023,Kyrgyzstan,Asia,Central Asia,KGZ,5.825,1.061,1.439,66.852,0.735,0.234,0.904
2023,Moldova,Europe,Eastern Europe,MDA,5.819,1.425,1.302,65.299,0.61,0.093,0.901
2023,China,Asia,Eastern Asia,CHN,5.818,1.51,1.249,68.689,0.666,0.115,0.727
2023,Vietnam,Asia,South-eastern Asia,VNM,5.763,1.349,1.212,65.502,0.741,0.134,0.759
2023,Paraguay,Americas,Latin America and the Caribbean,PRY,5.738,1.428,1.427,65.9,0.678,0.148,0.843
2023,Montenegro,Europe,Southern Europe,MNE,5.722,1.537,1.385,67.1,0.563,0.17,0.844
2023,Jamaica,Americas,Latin America and the Caribbean,JAM,5.703,1.305,1.329,66.6,0.587,0.079,0.875
2023,Bolivia,Americas,Latin America and the Caribbean,BOL,5.684,1.24,1.187,63.599,0.648,0.103,0.846
2023,Russia,Europe,Eastern Europe,RUS,5.661,1.68,1.383,64.947,0.449,0.12,0.801
2023,Colombia,Americas,Latin America and the Caribbean,COL,5.63,1.455,1.213,69.35,0.562,0.08,0.834
2023,Dominican Republic,Americas,Latin America and the Caribbean,DOM,5.569,1.536,1.227,64.399,0.623,0.083,0.657
2023,Ecuador,Americas,Latin America and the Caribbean,ECU,5.559,1.343,1.173,69.0,0.56,0.079,0.833
2023,Peru,Americas,Latin America and the Caribbean,PER,5.526,1.39,1.153,69.85,0.549,0.073,0.892
2023,Philippines,Asia,South-eastern Asia,PHL,5.523,1.238,1.108,62.038,0.714,0.104,0.732
2023,Bulgaria,Europe,Eastern Europe,BGR,5.466,1.635,1.457,66.5,0.557,0.106,0.911
2023,Nepal,Asia,Southern Asia,NPL,5.36,0.979,1.027,61.847,0.567,0.215,0.783
2023,Armenia,Asia,Western Asia,ARM,5.342,1.466,1.134,67.789,0.551,0.053,0.705
2023,Tajikistan,Asia,Central Asia,TJK,5.33,0.972,1.248,62.226,0.599,0.104,0.522
2023,Algeria,Africa,Northern Africa,DZA,5.329,1.353,1.298,66.549,0.252,0.073,0.717
2023,Albania,Europe,Southern Europe,ALB,5.277,1.449,0.951,69.15,0.549,0.133,0.878
2023,Indonesia,Asia,South-eastern Asia,IDN,5.277,1.384,1.169,63.048,0.663,0.422,0.876
2023,South Africa,Africa,Sub-Saharan Africa,ZAF,5.275,1.417,1.428,56.989,0.464,0.09,0.902
2023,Venezuela,Americas,Latin America and the Caribbean,VEN,5.211,0.0,1.257,64.05,0.369,0.205,0.811
2023,Georgia,Asia,Western Asia,GEO,5.109,1.477,0.947,64.95,0.539,0.0,0.649
2023,Guinea,Africa,Sub-Saharan Africa,GIN,5.072,0.844,0.776,54.185,0.369,0.204,0.787
2023,Ukraine,Europe,Eastern Europe,UKR,5.071,1.358,1.354,64.55,0.551,0.265,0.907
2023,Gabon,Africa,Sub-Saharan Africa,GAB,5.035,1.438,1.021,58.252,0.346,0.036,0.786
2023,Nigeria,Africa,Sub-Saharan Africa,NGA,4.981,1.065,1.007,54.891,0.448,0.176,0.911
2023,Cameroon,Africa,Sub-Saharan Africa,CMR,4.973,0.965,0.871,55.847,0.405,0.144,0.846
2023,Iraq,Asia,Western Asia,IRQ,4.941,1.281,0.953,63.415,0.351,0.134,0.876
2023,Morocco,Africa,Northern Africa,MAR,4.903,1.236,0.535,63.901,0.54,0.013,0.811
2023,Iran,Asia,Southern Asia,IRN,4.876,1.465,1.102,66.6,0.281,0.229,0.747
2023,Senegal,Africa,Sub-Saharan Africa,SEN,4.855,0.943,0.727,59.999,0.519,0.142,0.846
2023,Burkina Faso,Africa,Sub-Saharan Africa,BFA,4.638,0.768,0.814,55.461,0.419,0.188,0.771
2023,Ghana,Africa,Sub-Saharan Africa,GHA,4.605,1.101,0.756,58.763,0.526,0.211,0.881
2023,Pakistan,Asia,Southern Asia,PAK,4.555,1.081,0.657,57.313,0.511,0.141,0.787
2023,Tunisia,Africa,Northern Africa,TUN,4.497,1.333,0.981,67.0,0.259,0.022,0.907
2023,Kenya,Africa,Sub-Saharan Africa,KEN,4.487,1.051,0.881,58.499,0.418,0.291,0.852
2023,Sri Lanka,Asia,Southern Asia,LKA,4.442,1.422,1.224,67.15,0.539,0.12,0.808
2023,Uganda,Africa,Sub-Saharan Africa,UGA,4.432,0.785,1.144,58.913,0.425,0.197,0.857
2023,Cambodia,Asia,South-eastern Asia,KHM,4.393,1.025,1.024,61.9,0.768,0.176,0.857
2023,Benin,Africa,Sub-Saharan Africa,BEN,4.374,0.924,0.242,56.095,0.481,0.114,0.576
2023,Myanmar,Asia,South-eastern Asia,MMR,4.372,1.032,1.125,61.388,0.46,0.4,0.658
2023,Bangladesh,Asia,Southern Asia,BGD,4.282,1.133,0.513,64.548,0.617,0.139,0.698
2023,Mali,Africa,Sub-Saharan Africa,MLI,4.198,0.763,0.637,55.403,0.441,0.121,0.846
2023,Egypt,Africa,Northern Africa,EGY,4.17,1.377,0.972,63.503,0.467,0.038,0.58
2023,Togo,Africa,Sub-Saharan Africa,TGO,4.137,0.77,0.642,57.449,0.367,0.149,0.74
2023,Jordan,Asia,Western Asia,JOR,4.12,1.292,0.98,67.6,0.517,0.056,0.687
2023,Ethiopia,Africa,Sub-Saharan Africa,ETH,4.091,0.793,1.114,60.698,0.451,0.283,0.789
2023,India,Asia,Southern Asia,IND,4.036,1.159,0.674,60.777,0.685,0.175,0.774
2023,Zambia,Africa,Sub-Saharan Africa,ZMB,3.982,0.914,0.89,55.032,0.545,0.189,0.818
2023,Tanzania,Africa,Sub-Saharan Africa,TZA,3.694,0.836,0.787,59.401,0.607,0.234,0.554
2023,Malawi,Africa,Sub-Saharan Africa,MWI,3.495,0.637,0.479,58.475,0.49,0.139,0.749
2023,Zimbabwe,Africa,Sub-Saharan Africa,ZWE,3.204,0.758,0.881,54.05,0.363,0.112,0.766
2023,Sierra Leone,Africa,Sub-Saharan Africa,SLE,3.138,0.67,0.54,54.9,0.371,0.193,0.858
2023,Lebanon,Asia,Western Asia,LBN,2.392,1.417,0.476,66.149,0.123,0.061,0.891
2023,Afghanistan,Asia,Southern Asia,AFG,1.859,0.645,0.0,54.712,0.0,0.093,0.847
