year,country,region,sub_region,iso_alpha,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2021,Brazil,Americas,Latin America and the Caribbean,BRA,6.33,1.028,0.944,66.601,0.514,0.142,0.756
2021,Mexico,Americas,Latin America and the Caribbean,MEX,6.317,1.126,0.83,68.597,0.585,0.092,0.799
2021,Jamaica,Americas,Latin America and the Caribbean,JAM,6.309,0.891,0.932,67.5,0.618,0.099,0.884
2021,Lithuania,Europe,Northern Europe,LTU,6.255,1.35,1.065,67.906,0.476,0.056,0.826
2021,Cyprus,Asia,Western Asia,CYP,6.223,1.377,0.765,73.898,0.464,0.178,0.844
2021,Estonia,Europe,Northern Europe,EST,6.189,1.344,1.079,68.8,0.641,0.119,0.527
2021,Panama,Americas,Latin America and the Caribbean,PAN,6.18,1.298,0.976,69.652,0.596,0.079,0.856
2021,Uzbekistan,Asia,Central Asia,UZB,6.179,0.769,1.027,65.255,0.716,0.391,0.515
2021,Chile,Americas,Latin America and the Caribbean,CHL,6.172,1.2,0.946,70.0,0.438,0.159,0.83
2021,Poland,Europe,Eastern Europe,POL,6.166,1.309,0.982,69.702,0.558,0.08,0.735
2021,Kazakhstan,Asia,Central Asia,KAZ,6.152,1.23,1.103,65.2,0.573,0.143,0.733
2021,Romania,Europe,Eastern Europe,ROU,6.14,1.275,0.832,67.355,0.564,0.045,0.938
2021,Serbia,Europe,Southern Europe,SRB,6.078,1.101,0.924,68.6,0.482,0.189,0.835
2021,El Salvador,Americas,Latin America and the Caribbean,SLV,6.061,0.845,0.675,66.402,0.615,0.116,0.688
2021,Mauritius,Africa,Sub-Saharan Africa,MUS,6.049,1.178,0.996,66.701,0.59,0.153,0.789
2021,Latvia,Europe,Northern Europe,LVA,6.032,1.285,1.047,67.1,0.405,0.082,0.8
2021,Colombia,Americas,Latin America and the Caribbean,COL,6.012,1.021,0.866,68.001,0.554,0.1,0.841
2021,Hungary,Europe,Eastern Europe,HUN,5.992,1.301,1.083,68.0,0.454,0.067,0.876
2021,Thailand,Asia,South-eastern Asia,THA,5.985,1.107,0.957,67.401,0.611,0.375,0.895
2021,Nicaragua,Americas,Latin America and the Caribbean,NIC,5.972,0.693,0.904,67.657,0.553,0.201,0.664
2021,Japan,Asia,Eastern Asia,JPN,5.94,1.389,0.949,75.1,0.504,0.02,0.638
2021,Argentina,Americas,Latin America and the Caribbean,ARG,5.929,1.162,0.98,69.0,0.544,0.069,0.834
2021,Portugal,Europe,Southern Europe,PRT,5.929,1.323,0.939,72.6,0.621,0.029,0.887
2021,Honduras,Americas,Latin America and the Caribbean,HND,5.919,0.703,0.787,67.3,0.578,0.241,0.809
2021,Croatia,Europe,Southern Europe,HRV,5.882,1.251,1.039,70.799,0.453,0.111,0.939
2021,Philippines,Asia,South-eastern Asia,PHL,5.88,0.853,0.828,62.0,0.651,0.125,0.742
2021,South Korea,Asia,Eastern Asia,PRK,5.845,1.403,0.758,73.9,0.353,0.134,0.727
2021,Peru,Americas,Latin America and the Caribbean,PER,5.84,0.986,0.833,68.25,0.536,0.087,0.891
2021,Moldova,Europe,Eastern Europe,MDA,5.766,0.985,0.888,65.699,0.536,0.137,0.918
2021,Ecuador,Americas,Latin America and the Caribbean,ECU,5.764,0.935,0.806,68.8,0.56,0.107,0.843
2021,Kyrgyzstan,Asia,Central Asia,KGZ,5.744,0.665,0.971,64.401,0.673,0.266,0.908
2021,Greece,Europe,Southern Europe,GRC,5.723,1.273,0.811,72.6,0.243,0.0,0.823
2021,Bolivia,Americas,Latin America and the Caribbean,BOL,5.716,0.842,0.782,63.901,0.6,0.138,0.839
2021,Mongolia,Asia,Eastern Asia,MNG,5.677,0.966,1.065,62.5,0.397,0.263,0.856
2021,Paraguay,Americas,Latin America and the Caribbean,PRY,5.653,0.983,0.97,65.9,0.602,0.206,0.882
2021,Montenegro,Europe,Southern Europe,MNE,5.581,1.155,0.891,68.699,0.397,0.166,0.812
2021,Dominican Republic,Americas,Latin America and the Caribbean,DOM,5.545,1.106,0.879,66.102,0.581,0.101,0.714
2021,Russia,Europe,Eastern Europe,RUS,5.477,1.241,0.992,64.703,0.409,0.115,0.845
2021,Tajikistan,Asia,Central Asia,TJK,5.466,0.508,0.895,64.281,0.548,0.152,0.553
2021,Vietnam,Asia,South-eastern Asia,VNM,5.411,0.817,0.873,68.034,0.679,0.124,0.796
2021,Malaysia,Asia,South-eastern Asia,MYS,5.384,1.259,0.797,67.102,0.624,0.27,0.839
2021,Indonesia,Asia,South-eastern Asia,IDN,5.345,0.954,0.786,62.236,0.598,0.541,0.867
2021,China,Asia,Eastern Asia,CHN,5.339,1.061,0.785,69.593,0.636,0.093,0.755
2021,Armenia,Asia,Western Asia,ARM,5.283,0.996,0.758,67.055,0.54,0.079,0.629
2021,Nepal,Asia,Southern Asia,NPL,5.269,0.519,0.702,64.233,0.488,0.287,0.727
2021,Bulgaria,Europe,Eastern Europe,BGR,5.266,1.181,1.055,67.0,0.494,0.125,0.932
2021,Cameroon,Africa,Sub-Saharan Africa,CMR,5.142,0.543,0.556,53.515,0.425,0.205,0.848
2021,Senegal,Africa,Sub-Saharan Africa,SEN,5.132,0.518,0.558,59.802,0.381,0.158,0.801
2021,Albania,Europe,Southern Europe,ALB,5.117,1.008,0.529,68.999,0.491,0.168,0.901
2021,Ghana,Africa,Sub-Saharan Africa,GHA,5.088,0.68,0.595,57.586,0.517,0.268,0.848
2021,Benin,Africa,Sub-Saharan Africa,BEN,5.045,0.507,0.058,54.713,0.457,0.166,0.661
2021,Bangladesh,Asia,Southern Asia,BGD,5.025,0.635,0.52,64.8,0.603,0.161,0.682
2021,Guinea,Africa,Sub-Saharan Africa,GIN,4.984,0.42,0.399,55.008,0.384,0.25,0.766
2021,South Africa,Africa,Sub-Saharan Africa,ZAF,4.956,0.967,0.895,56.904,0.447,0.144,0.86
2021,Pakistan,Asia,Southern Asia,PAK,4.934,0.637,0.423,58.709,0.418,0.252,0.787
2021,Morocco,Africa,Northern Africa,MAR,4.918,0.792,0.219,66.208,0.477,0.034,0.801
2021,Venezuela,Americas,Latin America and the Caribbean,VEN,4.892,0.852,0.897,66.7,0.284,0.078,0.827
2021,Georgia,Asia,Western Asia,GEO,4.891,1.03,0.47,64.3,0.488,0.032,0.655
2021,Algeria,Africa,Northern Africa,DZA,4.887,0.946,0.765,66.005,0.119,0.144,0.752
2021,Ukraine,Europe,Eastern Europe,UKR,4.875,0.979,0.958,64.902,0.417,0.181,0.924
2021,Iraq,Asia,Western Asia,IRQ,4.854,0.91,0.638,60.583,0.302,0.153,0.875
2021,Gabon,Africa,Sub-Saharan Africa,GAB,4.852,1.037,0.707,59.962,0.424,0.058,0.84
2021,Burkina Faso,Africa,Sub-Saharan Africa,BFA,4.834,0.364,0.472,54.151,0.381,0.182,0.748
2021,Cambodia,Asia,South-eastern Asia,KHM,4.83,0.603,0.68,62.0,0.702,0.21,0.843
2021,Nigeria,Africa,Sub-Saharan Africa,NGA,4.759,0.663,0.625,50.102,0.433,0.212,0.878
2021,Mali,Africa,Sub-Saharan Africa,MLI,4.723,0.387,0.59,51.969,0.384,0.164,0.827
2021,Iran,Asia,Southern Asia,IRN,4.721,1.03,0.557,66.3,0.275,0.33,0.714
2021,Uganda,Africa,Sub-Saharan Africa,UGA,4.636,0.364,0.718,56.101,0.398,0.267,0.855
2021,Kenya,Africa,Sub-Saharan Africa,KEN,4.607,0.603,0.508,60.704,0.483,0.375,0.825
2021,Tunisia,Africa,Northern Africa,TUN,4.596,0.919,0.515,67.201,0.334,0.057,0.87
2021,Lebanon,Asia,Western Asia,LBN,4.584,1.045,0.868,67.355,0.175,0.14,0.898
2021,Myanmar,Asia,South-eastern Asia,MMR,4.426,0.666,0.713,59.302,0.601,0.52,0.66
2021,Jordan,Asia,Western Asia,JOR,4.395,0.89,0.685,67.0,0.455,0.079,0.705
2021,Sri Lanka,Asia,Southern Asia,LKA,4.325,0.99,0.82,67.299,0.559,0.239,0.863
2021,Egypt,Africa,Northern Africa,EGY,4.283,0.954,0.647,61.998,0.446,0.069,0.795
2021,Ethiopia,Africa,Sub-Saharan Africa,ETH,4.275,0.37,0.679,59.0,0.451,0.241,0.761
2021,Togo,Africa,Sub-Saharan Africa,TGO,4.107,0.254,0.239,54.914,0.289,0.209,0.772
2021,Zambia,Africa,Sub-Saharan Africa,ZMB,4.073,0.528,0.552,55.809,0.487,0.227,0.823
2021,Sierra Leone,Africa,Sub-Saharan Africa,SLE,3.849,0.279,0.377,51.651,0.408,0.243,0.866
2021,India,Asia,Southern Asia,IND,3.819,0.741,0.316,60.633,0.622,0.246,0.774
2021,Tanzania,Africa,Sub-Saharan Africa,TZA,3.623,0.433,0.54,57.999,0.549,0.307,0.577
2021,Malawi,Africa,Sub-Saharan Africa,MWI,3.6,0.113,0.168,57.948,0.484,0.213,0.729
2021,Zimbabwe,Africa,Sub-Saharan Africa,ZWE,3.145,0.457,0.649,56.201,0.359,0.157,0.821
2021,Afghanistan,Asia,Southern Asia,AFG,2.523,0.37,0.0,52.493,0.0,0.122,0.924
